FLIR_ID_Year,FLIR_ID,site,date,year,time,survey_time,photo_type,determined_usage,water,air_temperature_c,humidity,microhabitat_type,distance_from_object_m,meter_marker,marker_number,direction,record_id,latitude.x,longitude.x,latitude.y,longitude.y,observer,FLIR_ID_Date,Notes
FLIR2861_2024,FLIR3111,Tryon-Weber,10/9/24,4557,22:25,Night,transect,no image,NA,12.2,63.7,NA,1.53,10,NA,North,eb6c59ce-e746-4468-a9d4-74cdc319f882,41.59266447,-80.35700218,41.59276154,-80.35661187,Rachel Verdi,FLIR2861_2024-10,
FLIR2863_2024,FLIR3112,Tryon-Weber,10/9/24,4557,22:26,Night,transect,no image,NA,12.2,63.7,NA,1.52,10,NA,South,eb6c59ce-e746-4468-a9d4-74cdc319f882,41.59253441,-80.35689009,41.59276154,-80.35661187,Rachel Verdi,FLIR2863_2024-10,
FLIR2865_2024,FLIR3113,Tryon-Weber,10/9/24,4557,22:27,Night,transect,no image,NA,12.2,63.7,NA,1.54,10,NA,East,eb6c59ce-e746-4468-a9d4-74cdc319f882,41.59255591,-80.35689689,41.59276154,-80.35661187,Rachel Verdi,FLIR2865_2024-10,
FLIR2867_2024,FLIR3114,Tryon-Weber,10/9/24,4557,22:27,Night,transect,no image,NA,12.2,63.7,NA,1.65,10,NA,West,eb6c59ce-e746-4468-a9d4-74cdc319f882,41.59260986,-80.35698226,41.59276154,-80.35661187,Rachel Verdi,FLIR2867_2024-10,
FLIR2655_2024,FLIR3115,Vorisek Pond,10/8/24,4557,23:35,Night,transect,no image,NA,10.3,72.4,NA,1.44,0,NA,North,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71215905,-80.39136114,41.71215523,-80.3913457,Rachel Verdi,FLIR2655_2024-10,
FLIR2657_2024,FLIR3116,Vorisek Pond,10/8/24,4557,23:37,Night,transect,no image,NA,10.3,72.4,NA,1.54,0,NA,South,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71215392,-80.39140569,41.71215523,-80.3913457,Rachel Verdi,FLIR2657_2024-10,
FLIR2659_2024,FLIR3117,Vorisek Pond,10/8/24,4557,23:37,Night,transect,no image,NA,10.3,72.4,NA,1.56,0,NA,East,47f8225d-dee7-4733-8a30-77e127a94aa1,41.7121689,-80.39139027,41.71215523,-80.3913457,Rachel Verdi,FLIR2659_2024-10,
FLIR2661_2024,FLIR3118,Vorisek Pond,10/8/24,4557,23:38,Night,transect,no image,NA,10.3,72.4,NA,1.51,0,NA,West,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71216238,-80.3913858,41.71215523,-80.3913457,Rachel Verdi,FLIR2661_2024-10,
FLIR2663_2024,FLIR3119,Vorisek Pond,10/8/24,4557,23:38,Night,transect,no image,NA,10.3,72.4,NA,1.47,1,NA,North,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71215734,-80.39140816,41.71215523,-80.3913457,Rachel Verdi,FLIR2663_2024-10,
FLIR2665_2024,FLIR3120,Vorisek Pond,10/8/24,4557,23:39,Night,transect,no image,NA,10.3,72.4,NA,1.55,1,NA,South,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71216312,-80.39140249,41.71215523,-80.3913457,Rachel Verdi,FLIR2665_2024-10,
FLIR2669_2024,FLIR3121,Vorisek Pond,10/8/24,4557,23:39,Night,transect,no image,NA,10.3,72.4,NA,1.51,1,NA,East,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71216436,-80.39139261,41.71215523,-80.3913457,Rachel Verdi,FLIR2669_2024-10,
FLIR2671_2024,FLIR3122,Vorisek Pond,10/8/24,4557,23:39,Night,transect,no image,NA,10.3,72.4,NA,1.51,1,NA,West,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71216185,-80.39139362,41.71215523,-80.3913457,Rachel Verdi,FLIR2671_2024-10,
FLIR2673_2024,FLIR3123,Vorisek Pond,10/8/24,4557,23:40,Night,transect,no image,NA,10.3,72.4,NA,1.46,2,NA,North,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71216073,-80.39139672,41.71215523,-80.3913457,Rachel Verdi,FLIR2673_2024-10,
FLIR2675_2024,FLIR3124,Vorisek Pond,10/8/24,4557,23:40,Night,transect,no image,NA,10.3,72.4,NA,1.48,2,NA,South,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71217254,-80.3914002,41.71215523,-80.3913457,Rachel Verdi,FLIR2675_2024-10,
FLIR2677_2024,FLIR3125,Vorisek Pond,10/8/24,4557,23:40,Night,transect,no image,NA,10.3,72.4,NA,1.52,2,NA,East,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71216811,-80.39139835,41.71215523,-80.3913457,Rachel Verdi,FLIR2677_2024-10,
FLIR2679_2024,FLIR3126,Vorisek Pond,10/8/24,4557,23:41,Night,transect,no image,NA,10.3,72.4,NA,1.53,2,NA,West,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71216382,-80.39140074,41.71215523,-80.3913457,Rachel Verdi,FLIR2679_2024-10,
FLIR2681_2024,FLIR3127,Vorisek Pond,10/8/24,4557,23:41,Night,transect,no image,NA,10.3,72.4,NA,1.53,3,NA,North,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71216798,-80.3914107,41.71215523,-80.3913457,Rachel Verdi,FLIR2681_2024-10,
FLIR2683_2024,FLIR3128,Vorisek Pond,10/8/24,4557,23:41,Night,transect,no image,NA,10.3,72.4,NA,1.55,3,NA,South,47f8225d-dee7-4733-8a30-77e127a94aa1,41.7121765,-80.39141364,41.71215523,-80.3913457,Rachel Verdi,FLIR2683_2024-10,
FLIR2685_2024,FLIR3129,Vorisek Pond,10/8/24,4557,23:42,Night,transect,no image,NA,10.3,72.4,NA,1.48,3,NA,East,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71217248,-80.39141473,41.71215523,-80.3913457,Rachel Verdi,FLIR2685_2024-10,
FLIR2687_2024,FLIR3130,Vorisek Pond,10/8/24,4557,23:42,Night,transect,no image,NA,10.3,72.4,NA,1.55,3,NA,West,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71217107,-80.39141398,41.71215523,-80.3913457,Rachel Verdi,FLIR2687_2024-10,
FLIR2689_2024,FLIR3131,Vorisek Pond,10/8/24,4557,23:42,Night,transect,no image,NA,10.3,72.4,NA,1.55,4,NA,North,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71217372,-80.39140855,41.71215523,-80.3913457,Rachel Verdi,FLIR2689_2024-10,
FLIR2691_2024,FLIR3132,Vorisek Pond,10/8/24,4557,23:42,Night,transect,no image,NA,10.3,72.4,NA,1.37,4,NA,South,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71218771,-80.39142252,41.71215523,-80.3913457,Rachel Verdi,FLIR2691_2024-10,
FLIR2693_2024,FLIR3133,Vorisek Pond,10/8/24,4557,23:43,Night,transect,no image,NA,10.3,72.4,NA,1.55,4,NA,East,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71219204,-80.39142211,41.71215523,-80.3913457,Rachel Verdi,FLIR2693_2024-10,
FLIR2695_2024,FLIR3134,Vorisek Pond,10/8/24,4557,23:43,Night,transect,no image,NA,10.3,72.4,NA,1.55,4,NA,West,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71219937,-80.39142486,41.71215523,-80.3913457,Rachel Verdi,FLIR2695_2024-10,
FLIR2697_2024,FLIR3135,Vorisek Pond,10/8/24,4557,23:43,Night,transect,no image,NA,10.3,72.4,NA,1.45,5,NA,North,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71219956,-80.39142723,41.71215523,-80.3913457,Rachel Verdi,FLIR2697_2024-10,
FLIR2699_2024,FLIR3136,Vorisek Pond,10/8/24,4557,23:44,Night,transect,no image,NA,10.3,72.4,NA,1.43,5,NA,South,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71222028,-80.39140947,41.71215523,-80.3913457,Rachel Verdi,FLIR2699_2024-10,
FLIR2703_2024,FLIR3137,Vorisek Pond,10/8/24,4557,23:44,Night,transect,no image,NA,10.3,72.4,NA,1.38,5,NA,East,47f8225d-dee7-4733-8a30-77e127a94aa1,41.7122198,-80.39141143,41.71215523,-80.3913457,Rachel Verdi,FLIR2703_2024-10,
FLIR2705_2024,FLIR3138,Vorisek Pond,10/8/24,4557,23:44,Night,transect,no image,NA,10.3,72.4,NA,1.5,5,NA,West,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71224583,-80.39141677,41.71215523,-80.3913457,Rachel Verdi,FLIR2705_2024-10,
FLIR2707_2024,FLIR3139,Vorisek Pond,10/8/24,4557,23:45,Night,transect,no image,NA,10.3,72.4,NA,1.49,6,NA,North,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71223557,-80.39142342,41.71215523,-80.3913457,Rachel Verdi,FLIR2707_2024-10,
FLIR2709_2024,FLIR3140,Vorisek Pond,10/8/24,4557,23:45,Night,transect,no image,NA,10.3,72.4,NA,1.38,6,NA,South,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71224403,-80.39141689,41.71215523,-80.3913457,Rachel Verdi,FLIR2709_2024-10,
FLIR2713_2024,FLIR3141,Vorisek Pond,10/8/24,4557,23:45,Night,transect,no image,NA,10.3,72.4,NA,1.89,6,NA,East,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71224258,-80.391422,41.71215523,-80.3913457,Rachel Verdi,FLIR2713_2024-10,
FLIR2715_2024,FLIR3142,Vorisek Pond,10/8/24,4557,23:46,Night,transect,no image,NA,10.3,72.4,NA,1.56,6,NA,West,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71224236,-80.39141049,41.71215523,-80.3913457,Rachel Verdi,FLIR2715_2024-10,
FLIR2717_2024,FLIR3143,Vorisek Pond,10/8/24,4557,23:46,Night,transect,no image,NA,10.3,72.4,NA,1.54,7,NA,North,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71224042,-80.3914026,41.71215523,-80.3913457,Rachel Verdi,FLIR2717_2024-10,
FLIR2721_2024,FLIR3144,Vorisek Pond,10/8/24,4557,23:46,Night,transect,no image,NA,10.3,72.4,NA,1.46,7,NA,South,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71226241,-80.39141172,41.71215523,-80.3913457,Rachel Verdi,FLIR2721_2024-10,
FLIR2723_2024,FLIR3145,Vorisek Pond,10/8/24,4557,23:47,Night,transect,no image,NA,10.3,72.4,NA,1.99,7,NA,East,47f8225d-dee7-4733-8a30-77e127a94aa1,41.7122645,-80.39139899,41.71215523,-80.3913457,Rachel Verdi,FLIR2723_2024-10,
FLIR2725_2024,FLIR3146,Vorisek Pond,10/8/24,4557,23:47,Night,transect,no image,NA,10.3,72.4,NA,1.47,7,NA,West,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71226402,-80.39140311,41.71215523,-80.3913457,Rachel Verdi,FLIR2725_2024-10,
FLIR2727_2024,FLIR3147,Vorisek Pond,10/8/24,4557,23:47,Night,transect,no image,NA,10.3,72.4,NA,1.56,8,NA,North,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71226353,-80.39140238,41.71215523,-80.3913457,Rachel Verdi,FLIR2727_2024-10,
FLIR2729_2024,FLIR3148,Vorisek Pond,10/8/24,4557,23:47,Night,transect,no image,NA,10.3,72.4,NA,1.66,8,NA,South,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71227598,-80.3914102,41.71215523,-80.3913457,Rachel Verdi,FLIR2729_2024-10,
FLIR2731_2024,FLIR3149,Vorisek Pond,10/8/24,4557,23:48,Night,transect,no image,NA,10.3,72.4,NA,1.61,8,NA,East,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71228137,-80.39141198,41.71215523,-80.3913457,Rachel Verdi,FLIR2731_2024-10,
FLIR2733_2024,FLIR3150,Vorisek Pond,10/8/24,4557,23:48,Night,transect,no image,NA,10.3,72.4,NA,1.51,8,NA,West,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71227181,-80.39141972,41.71215523,-80.3913457,Rachel Verdi,FLIR2733_2024-10,
FLIR2735_2024,FLIR3151,Vorisek Pond,10/8/24,4557,23:48,Night,transect,no image,NA,10.3,72.4,NA,1.6,9,NA,North,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71227776,-80.39141674,41.71215523,-80.3913457,Rachel Verdi,FLIR2735_2024-10,
FLIR2737_2024,FLIR3152,Vorisek Pond,10/8/24,4557,23:48,Night,transect,no image,NA,10.3,72.4,NA,1.53,9,NA,South,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71229649,-80.39139573,41.71215523,-80.3913457,Rachel Verdi,FLIR2737_2024-10,
FLIR2741_2024,FLIR2741,Vorisek Pond,10/8/24,4557,23:49,Night,transect,no image,NA,10.3,72.4,NA,1.76,9,NA,East,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71229483,-80.39140197,41.71215523,-80.3913457,Rachel Verdi,FLIR2741_2024-10,
FLIR2743_2024,FLIR2742,Vorisek Pond,10/8/24,4557,23:49,Night,transect,no image,NA,10.3,72.4,NA,1.54,9,NA,West,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71230526,-80.39139688,41.71215523,-80.3913457,Rachel Verdi,FLIR2743_2024-10,
FLIR2745_2024,FLIR2743,Vorisek Pond,10/8/24,4557,23:49,Night,transect,no image,NA,10.3,72.4,NA,1.57,10,NA,North,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71230128,-80.39139674,41.71215523,-80.3913457,Rachel Verdi,FLIR2745_2024-10,
FLIR2747_2024,FLIR2744,Vorisek Pond,10/8/24,4557,23:50,Night,transect,no image,NA,10.3,72.4,NA,1.75,10,NA,South,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71232065,-80.39137581,41.71215523,-80.3913457,Rachel Verdi,FLIR2747_2024-10,
FLIR2753_2024,FLIR2745,Vorisek Pond,10/8/24,4557,23:50,Night,transect,no image,NA,10.3,72.4,NA,1.72,10,NA,East,47f8225d-dee7-4733-8a30-77e127a94aa1,41.7123234,-80.39137407,41.71215523,-80.3913457,Rachel Verdi,FLIR2753_2024-10,
FLIR2755_2024,FLIR2746,Vorisek Pond,10/8/24,4557,23:51,Night,transect,no image,NA,10.3,72.4,NA,1.61,10,NA,West,47f8225d-dee7-4733-8a30-77e127a94aa1,41.71231078,-80.39137615,41.71215523,-80.3913457,Rachel Verdi,FLIR2755_2024-10,
FLIR2643_2024,FLIR2747,Tuttle Pond,8/12/24,4551,23:43,Night,microhabitat,good,y,20.6,73.5,Water,1.55,NA,0,NA,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63874237,-80.495351,41.63881542,-80.49559588,Rachel Verdi,FLIR2643_2024-08,
FLIR2645_2024,FLIR2645,Tuttle Pond,8/12/24,4551,23:43,Night,microhabitat,good,y,20.6,73.5,Tree/Log/Bush (Lower than 1m),1.37,NA,0,NA,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63873499,-80.49537393,41.63881542,-80.49559588,Rachel Verdi,FLIR2645_2024-08,
FLIR2647_2024,FLIR2647,Tuttle Pond,8/12/24,4551,23:43,Night,microhabitat,good,y,20.6,73.5,Emergent Vegetation (Lower than 1m),1.68,NA,0,NA,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63864018,-80.49533231,41.63881542,-80.49559588,Rachel Verdi,FLIR2647_2024-08,
FLIR2649_2024,FLIR2649,Tuttle Pond,8/12/24,4551,23:44,Night,microhabitat,good,y,20.6,73.5,Wet ground,1.5,NA,0,NA,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63871271,-80.49522547,41.63881542,-80.49559588,Rachel Verdi,FLIR2649_2024-08,
FLIR2651_2024,FLIR2651,Tuttle Pond,8/12/24,4551,23:45,Night,microhabitat,good,n,20.6,73.5,Dry ground,1.49,NA,0,NA,6c09f3f8-ed45-4879-acb3-675ff3341754,41.63877197,-80.49540699,41.63881542,-80.49559588,Rachel Verdi,FLIR2651_2024-08,
FLIR1717_2024,FLIR1717,Wood Lab Pond,6/3/24,4544,22:33,Night,microhabitat,bad,NA,18.7,94.5,Water,1.58,NA,0,NA,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56826468,-80.45156964,41.56829843,-80.45158326,Connor Fowler,FLIR1717_2024-06,
FLIR1719_2024,FLIR1719,Wood Lab Pond,6/3/24,4544,22:34,Night,microhabitat,good,n,18.7,94.5,Dry ground,1.4,NA,0,NA,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56841248,-80.45154147,41.56829843,-80.45158326,Connor Fowler,FLIR1719_2024-06,
FLIR1721_2024,FLIR1721,Wood Lab Pond,6/3/24,4544,22:35,Night,microhabitat,good,y,18.7,94.5,Wet ground,1.53,NA,0,NA,376f2b5b-f490-427d-ba3a-14c0a11575b5,41.56833158,-80.45153343,41.56829843,-80.45158326,Connor Fowler,FLIR1721_2024-06,
FLIR2327_2024,FLIR2327,RV Pond,7/24/24,4549,1:20,Night,microhabitat,no image,NA,20.1,98.8,Water,1.54,NA,10,NA,93bbf242-832b-405e-9984-573633f99439,41.6918451,-80.5010922,41.6919018,-80.5012066,Rachel Verdi,FLIR2327_2024-07,
FLIR2329_2024,FLIR2329,RV Pond,7/24/24,4549,1:21,Night,microhabitat,no image,NA,20.1,98.8,Wet ground,1.46,NA,10,NA,93bbf242-832b-405e-9984-573633f99439,41.691814,-80.5010931,41.6919018,-80.5012066,Rachel Verdi,FLIR2329_2024-07,
FLIR2331_2024,FLIR2331,RV Pond,7/24/24,4549,1:21,Night,microhabitat,no image,NA,20.1,98.8,Emergent Vegetation (Lower than 1m),1.28,NA,10,NA,93bbf242-832b-405e-9984-573633f99439,41.6917635,-80.5010612,41.6919018,-80.5012066,Rachel Verdi,FLIR2331_2024-07,
FLIR2221_2024,FLIR2221,Vorisek Pond,7/23/24,4549,23:20,Night,microhabitat,good,n,20.8,80.6,Dry ground,1.5,NA,0,NA,51233e84-779d-42c9-9a1a-8b69143e2d43,41.7121676,-80.3912895,41.7122383,-80.3917167,Rachel Verdi,FLIR2221_2024-07,
FLIR2223_2024,FLIR2223,Vorisek Pond,7/23/24,4549,23:21,Night,microhabitat,bad,NA,20.8,80.6,Water,2.05,NA,0,NA,51233e84-779d-42c9-9a1a-8b69143e2d43,41.7120813,-80.3913471,41.7122383,-80.3917167,Rachel Verdi,FLIR2223_2024-07,
FLIR2227_2024,FLIR2227,Vorisek Pond,7/23/24,4549,23:21,Night,microhabitat,bad,NA,20.8,80.6,Emergent Vegetation (Lower than 1m),2.79,NA,0,NA,51233e84-779d-42c9-9a1a-8b69143e2d43,41.7121053,-80.391292,41.7122383,-80.3917167,Rachel Verdi,FLIR2227_2024-07,
FLIR2107_2024,FLIR2107,Tryon-Weber,7/9/24,4548,22:40,Night,microhabitat,good,n,0,0,Boulder/Rock,1.44,NA,1,NA,a6746f7d-c93e-454d-937a-ba198fb202ef,41.59229933,-80.35693262,41.59236375,-80.35693665,Brandon Hoenig,FLIR2107_2024-07,
FLIR2109_2024,FLIR2109,Tryon-Weber,7/9/24,4548,22:41,Night,microhabitat,good,y,0,0,Wet ground,1.54,NA,2,NA,a6746f7d-c93e-454d-937a-ba198fb202ef,41.59232786,-80.35695948,41.59236375,-80.35693665,Brandon Hoenig,FLIR2109_2024-07,
FLIR2111_2024,FLIR2111,Tryon-Weber,7/9/24,4548,22:41,Night,microhabitat,good,y,0,0,Water,1.52,NA,3,NA,a6746f7d-c93e-454d-937a-ba198fb202ef,41.59237141,-80.35687587,41.59236375,-80.35693665,Brandon Hoenig,FLIR2111_2024-07,
FLIR2113_2024,FLIR2113,Tryon-Weber,7/9/24,4548,22:42,Night,microhabitat,good,n,0,0,Emergent Vegetation (Higher than 1m),1.47,NA,4,NA,a6746f7d-c93e-454d-937a-ba198fb202ef,41.59235631,-80.35686583,41.59236375,-80.35693665,Brandon Hoenig,FLIR2113_2024-07,
FLIR1615_2024,FLIR1615,Phelps Pond,5/29/24,4544,23:00,Night,microhabitat,good,y,0,0,Water,1.63,NA,1,NA,fd455512-834c-4560-8553-cdfca8929b0e,41.69092411,-80.51271349,41.69117549,-80.51247433,Brandon Hoenig,FLIR1615_2024-05,
FLIR1617_2024,FLIR1617,Phelps Pond,5/29/24,4544,23:01,Night,microhabitat,good,n,0,0,Dry ground,1.33,NA,2,NA,fd455512-834c-4560-8553-cdfca8929b0e,41.69094857,-80.51269462,41.69117549,-80.51247433,Brandon Hoenig,FLIR1617_2024-05,
FLIR1621_2024,FLIR1621,Phelps Pond,5/29/24,4544,23:01,Night,microhabitat,bad,NA,0,0,Tree/Log/Bush (Higher than 1m),1.39,NA,3,NA,fd455512-834c-4560-8553-cdfca8929b0e,41.69097096,-80.51263603,41.69117549,-80.51247433,Brandon Hoenig,FLIR1621_2024-05,
FLIR2019_2024,FLIR2019,Tuttle Pond,7/8/24,4548,22:26,Night,microhabitat,good,n,0,0,Water,1.92,NA,1,NA,229965d5-a1a1-432b-a661-6b7b458d3a14,41.63867221,-80.49538596,41.63867565,-80.49539479,Brandon Hoenig,FLIR2019_2024-07,
FLIR2021_2024,FLIR2021,Tuttle Pond,7/8/24,4548,22:26,Night,microhabitat,good,n,0,0,Emergent Vegetation (Higher than 1m),1.4,NA,2,NA,229965d5-a1a1-432b-a661-6b7b458d3a14,41.63863425,-80.49536441,41.63867565,-80.49539479,Brandon Hoenig,FLIR2021_2024-07,
FLIR2023_2024,FLIR2023,Tuttle Pond,7/8/24,4548,22:27,Night,microhabitat,good,n,0,0,Dry ground,1.32,NA,3,NA,229965d5-a1a1-432b-a661-6b7b458d3a14,41.63860588,-80.49537148,41.63867565,-80.49539479,Brandon Hoenig,FLIR2023_2024-07,
FLIR1925_2024,FLIR1925,RV Pond,6/11/24,4545,23:57,Night,microhabitat,bad,NA,13.5,83.7,Water,1.51,NA,10,NA,4c6feec2-a443-45c5-a3c3-1698ffb26d0e,41.69178363,-80.50096962,41.69099023,-80.49999348,Rachel Verdi,FLIR1925_2024-06,
FLIR1929_2024,FLIR1929,RV Pond,6/11/24,4545,23:58,Night,microhabitat,good,y,13.5,83.7,Emergent Vegetation (Lower than 1m),1.51,NA,10,NA,4c6feec2-a443-45c5-a3c3-1698ffb26d0e,41.69181289,-80.50103027,41.69099023,-80.49999348,Rachel Verdi,FLIR1929_2024-06,
FLIR1931_2024,FLIR1931,RV Pond,6/11/24,4545,0:00,Night,microhabitat,good,y,13.5,83.7,Wet ground,1.47,NA,0,NA,4c6feec2-a443-45c5-a3c3-1698ffb26d0e,41.6917958,-80.50110215,41.69099023,-80.49999348,Rachel Verdi,FLIR1931_2024-06,
FLIR1933_2024,FLIR1933,RV Pond,6/11/24,4545,0:01,Night,microhabitat,good,n,13.5,83.7,Emergent Vegetation (Higher than 1m),1.42,NA,0,NA,4c6feec2-a443-45c5-a3c3-1698ffb26d0e,41.69180142,-80.50117953,41.69099023,-80.49999348,Rachel Verdi,FLIR1933_2024-06,
FLIR1817_2024,FLIR1817,Vorisek Pond,6/10/24,4545,22:42,Night,microhabitat,good,n,14.4,79.5,Dry ground,1.46,NA,0,NA,83982ba9-b24e-4814-bef1-05e15958383a,41.71224023,-80.39135867,41.71266704,-80.39142251,Abby Trauffer,FLIR1817_2024-06,
FLIR1819_2024,FLIR1819,Vorisek Pond,6/10/24,4545,22:43,Night,microhabitat,good,y,14.4,79.5,Water,1.73,NA,0,NA,83982ba9-b24e-4814-bef1-05e15958383a,41.71221775,-80.39136281,41.71266704,-80.39142251,Abby Trauffer,FLIR1819_2024-06,
FLIR1822_2024,FLIR1822,Vorisek Pond,6/10/24,4545,22:44,Night,microhabitat,real image,NA,14.4,79.5,Emergent Vegetation (Lower than 1m),1.17,NA,0,NA,83982ba9-b24e-4814-bef1-05e15958383a,41.71223405,-80.39134269,41.71266704,-80.39142251,Abby Trauffer,FLIR1822_2024-06,
FLIR1523_2024,FLIR1523,Tryon-Weber,5/28/24,4544,22:48,Night,microhabitat,good,y,14.9,84,Boulder/Rock,1.5,NA,1,NA,ae497896-fe6e-4cce-912a-8b9cad8cb461,41.59242697,-80.35697472,41.59606247,-80.35282745,Brandon Hoenig,FLIR1523_2024-05,
FLIR1525_2024,FLIR1525,Tryon-Weber,5/28/24,4544,22:49,Night,microhabitat,good,n,14.9,84,Tree/Log/Bush (Lower than 1m),1.29,NA,2,NA,ae497896-fe6e-4cce-912a-8b9cad8cb461,41.59243273,-80.35701201,41.59606247,-80.35282745,Brandon Hoenig,FLIR1525_2024-05,
FLIR1527_2024,FLIR1527,Tryon-Weber,5/28/24,4544,22:49,Night,microhabitat,bad,NA,14.9,84,Water,1.48,NA,3,NA,ae497896-fe6e-4cce-912a-8b9cad8cb461,41.59243033,-80.35695867,41.59606247,-80.35282745,Brandon Hoenig,FLIR1527_2024-05,
FLIR1321_2024,FLIR1321,Vorisek Pond,5/15/24,4542,22:35,Night,microhabitat,good,n,15.1,88.7,Dry ground,1.42,NA,0,NA,7f839f56-503d-4432-a627-cdf7814dff13,41.71224266,-80.39135032,41.71229663,-80.39144201,Abby Trauffer,FLIR1321_2024-05,
FLIR1323_2024,FLIR1323,Vorisek Pond,5/15/24,4542,22:36,Night,microhabitat,good,y,15.1,88.7,Water,1.59,NA,0,NA,7f839f56-503d-4432-a627-cdf7814dff13,41.71219406,-80.39136163,41.71229663,-80.39144201,Abby Trauffer,FLIR1323_2024-05,
FLIR1325_2024,FLIR1325,Vorisek Pond,5/15/24,4542,22:36,Night,microhabitat,good,y,15.1,88.7,Emergent Vegetation (Lower than 1m),1.47,NA,0,NA,7f839f56-503d-4432-a627-cdf7814dff13,41.71218132,-80.39137579,41.71229663,-80.39144201,Abby Trauffer,FLIR1325_2024-05,
FLIR1425_2024,FLIR1425,Wood Lab Pond,5/20/24,4543,21:57,Night,microhabitat,bad,NA,73.8,64.5,Water,1.52,NA,0,NA,061582e9-c306-4ea7-96b6-5d1554ff19d6,41.56832647,-80.45165367,41.56832957,-80.4515038,Rachel Verdi,FLIR1425_2024-05,
FLIR1427_2024,FLIR1427,Wood Lab Pond,5/20/24,4543,21:58,Night,microhabitat,bad,NA,73.8,64.5,Dry ground,1.48,NA,0,NA,061582e9-c306-4ea7-96b6-5d1554ff19d6,41.5682637,-80.45156824,41.56832957,-80.4515038,Rachel Verdi,FLIR1427_2024-05,
FLIR1431_2024,FLIR1431,Wood Lab Pond,5/20/24,4543,21:58,Night,microhabitat,good,y,73.8,64.5,Wet ground,1.48,NA,0,NA,061582e9-c306-4ea7-96b6-5d1554ff19d6,41.56826463,-80.4515539,41.56832957,-80.4515038,Rachel Verdi,FLIR1431_2024-05,
FLIR1215_2024,FLIR1215,Tuttle Pond,5/8/24,4542,22:35,Night,microhabitat,good,n,18.5,65.5,Tree/Log/Bush (Lower than 1m),1.05,NA,1,NA,e93349de-8f5b-4240-882a-f753708d52d1,41.63861904,-80.4952834,41.6387482,-80.49527426,Brandon Hoenig,FLIR1215_2024-05,
FLIR1217_2024,FLIR1217,Tuttle Pond,5/8/24,4542,22:35,Night,microhabitat,good,y,18.5,65.5,Wet ground,1.41,NA,2,NA,e93349de-8f5b-4240-882a-f753708d52d1,41.63862016,-80.49529539,41.6387482,-80.49527426,Brandon Hoenig,FLIR1217_2024-05,
FLIR1219_2024,FLIR1219,Tuttle Pond,5/8/24,4542,22:36,Night,microhabitat,bad,NA,18.5,65.5,Dry ground,1.46,NA,3,NA,e93349de-8f5b-4240-882a-f753708d52d1,41.63859926,-80.49530588,41.6387482,-80.49527426,Brandon Hoenig,FLIR1219_2024-05,
FLIR1105_2024,FLIR1105,RV Pond,5/6/24,4541,22:48,Night,microhabitat,good,y,7.8,65.7,Tree/Log/Bush (Lower than 1m),0.73,NA,1,NA,2a024604-20bc-46da-abf4-a107b1b0beef,41.69187635,-80.501003,41.69199583,-80.50101033,Brandon Hoenig,FLIR1105_2024-05,
